Ticker,Latest Price ($),Daily Return,Volatility,Predicted Prob Up (%),Accuracy (%),Precision (%),Recall (%),F1 Score (%),RSI_14,Top Features,Score,Rating,Model,Feature_Set
VOW3.DE,71.63999938964844,0.02430650398770573,0.019129962374485564,87.38630414009094,56.875,40.267968282315486,29.097043851865685,29.90847387906212,15.301894412681591,"RSI_14, Volatility_30, Trend_MA50",70.9,Top Ranked,xgboost,base
DTE.DE,24.790000915527344,0.020584601941302294,0.018340076007857753,76.22712850570679,61.25,39.480331262939956,26.67974994875999,28.84409186872241,20.826452690496865,"Trend_MA50, Volatility_30, Return_5d",66.9,Above Average,xgboost,base
CNA.L,168.40899658203125,0.0033302976359195213,0.013408922108180428,68.03919672966003,58.95833333333333,43.858813174229,31.05239158086735,34.74709159806485,18.50481628267758,"Trend_MA50, Momentum_20, Z_Score_20",65.2,Above Average,xgboost,base
GLEN.L,507.6000061035156,-0.009174276403364878,0.020539846278050253,67.59816408157349,56.0,42.085470085470085,23.291027352738432,26.554202755391724,11.614720020656293,"Trend_MA50, Momentum_20, RSI_14",62.7,Above Average,xgboost,base
HEI.DE,164.5,-0.0015174506828528056,0.027459912504274056,65.39809703826904,50.0,43.90908305245873,41.38218618610002,37.00223119905807,29.452850499330324,"Momentum_20, Trend_MA50, Volatility_30",62.7,Above Average,xgboost,base
BP.L,455.3999938964844,-0.0004390083502013864,0.019017726636047137,69.50335502624512,59.375,37.69018133569217,14.866484298063245,21.065104183569044,15.548801640930094,"Trend_MA50, Z_Score_20, Return_10d",62.3,Above Average,xgboost,base
BMW.DE,59.220001220703125,0.01752578083148726,0.021030974929420274,67.24061369895935,57.08333333333333,36.61165845648604,30.62162850398144,32.517679820033074,27.144534918382945,"Volatility_30, Momentum_20, Trend_MA50",62.3,Above Average,xgboost,base
TTE.PA,65.95999908447266,0.0006068100218210581,0.014943681362215838,76.10851526260376,59.79381443298969,28.619047619047613,13.63579898362507,17.71481928033652,10.827128483416118,"Volatility_30, Trend_MA50, Return_10d",62.2,Above Average,xgboost,base
ORCL,142.5,-0.027635639491098818,0.04640292394492715,56.07677698135376,56.63157894736842,52.50474713767261,32.33477622454782,33.96683713759394,12.021705517486367,"RSI_14, Trend_MA50, Volatility_30",62.0,Above Average,xgboost,base
AAL.L,3682.0,-0.010746910263299325,0.024898251830338797,69.61504220962524,53.125,51.83444816053511,23.20753885658439,30.599344653814306,34.18972332015811,"Trend_MA50, Return_10d, Volatility_30",61.0,Above Average,xgboost,base
NVDA,197.5800018310547,-0.012544327816355838,0.025446006511781527,72.32739329338074,57.68421052631578,60.75757575757575,24.58772470985597,34.366430981647746,47.37523473430248,"Volatility_30, Momentum_20, Trend_MA50",60.8,Above Average,xgboost,base
ICE,126.7300033569336,0.029404619678619737,0.01731609071792689,57.45183229446411,63.789473684210535,39.92603961607332,36.03746907034288,31.342019822282975,27.339332347753142,"Trend_MA50, Return_10d, Volatility_30",60.4,Above Average,xgboost,base
MC.PA,487.79998779296875,0.01413718875877068,0.01735199935829339,75.38076043128967,57.93814432989691,33.92667566351777,26.294863495637486,27.903626652596266,36.524803123616834,"Volatility_30, Trend_MA50, Return_10d",59.4,Neutral,xgboost,base
MNDI.L,688.2000122070312,0.011166671897909985,0.01476209832625786,75.29093027114868,63.541666666666664,31.816750500961028,19.559808612440193,21.865607781574166,35.80473855081998,"Trend_MA50, Momentum_20, Volatility_30",59.1,Neutral,xgboost,base
FRES.L,2782.0,-0.0042949176807444145,0.0301822366607679,77.26601958274841,46.041666666666664,52.24994303941672,33.65552423260707,35.18430994768553,40.86378737541529,"Volatility_30, RSI_14, Volume_MA_Ratio",58.5,Neutral,xgboost,base
ANTO.L,3752.0,-0.006881948120698755,0.031898119753014396,51.12852454185486,56.666666666666664,61.760199845816295,34.11721611721612,37.71891082638776,39.77591036414566,"Trend_MA50, Volatility_30, Z_Score_20",57.9,Neutral,xgboost,base
BHP.L,3069.0,-0.013500482160077154,0.02381324512019989,55.78624606132507,62.916666666666664,53.47147950089127,19.32339492347891,27.896930286096175,32.392638036809814,"Trend_MA50, Momentum_20, Return_10d",57.5,Neutral,xgboost,base
SIE.DE,271.3999938964844,-0.007496866772837452,0.017322482253716222,59.77911949157715,63.33333333333333,55.769751175323925,34.990907186256024,42.304869064362734,56.16071219346847,"Trend_MA50, Volatility_30, Return_10d",56.9,Neutral,xgboost,base
CRM,163.22999572753906,0.0419379031778917,0.03399418969321083,69.47110295295715,60.0,45.66946386946387,33.6684051763839,36.64724127033126,41.21944930344063,"Volatility_30, Trend_MA50, Return_10d",56.7,Neutral,xgboost,base
MTX.DE,368.3999938964844,-0.003516414031977,0.023947660754388162,80.79148530960083,62.29166666666667,55.192692692692695,45.8493543758967,46.22864156945199,82.33940756072099,"Volatility_30, Z_Score_20, Return_10d",55.5,Neutral,xgboost,base
ORA.PA,15.84000015258789,0.0047573617273597435,0.01332862364337374,58.38828682899475,56.49484536082474,34.6347687400319,9.547836375929682,10.10828055360075,13.793111803895428,"Trend_MA50, Volatility_30, Return_5d",54.8,Neutral,xgboost,base
BAS.DE,47.220001220703125,0.009082232469021845,0.012032983979215737,56.44943118095398,60.83333333333333,40.216089466089464,23.75463089542037,29.2891156462585,30.936451435934742,"Trend_MA50, Volatility_30, Return_10d",54.2,Neutral,xgboost,base
EDV.L,3873.0,0.004408713692946042,0.034212767109775326,62.322694063186646,51.875,49.98471760797342,31.908571498408158,37.945337441118035,51.24927367809414,"Momentum_20, Volatility_30, Trend_MA50",53.5,Neutral,xgboost,base
IMB.L,2795.198974609375,0.009826219150785853,0.01116086648727811,70.21522521972656,57.5,36.533906345227095,30.01915263378678,28.89781130975161,49.615492468822936,"Volatility_30, Trend_MA50, Return_5d",53.1,Neutral,xgboost,base
CSCO,117.01000213623047,-0.0038310654839913694,0.024816798862662606,64.62721228599548,54.315789473684205,46.009989911665556,27.152135003198833,32.756444642983,46.28784438688731,"RSI_14, Volatility_30, Momentum_20",53.1,Neutral,xgboost,base
BT-A.L,188.0500030517578,0.008581421988222315,0.019851050821826716,42.288920283317566,60.416666666666664,40.83333333333333,19.047619047619044,25.31908831908832,25.029105387258852,"RSI_14, Trend_MA50, Volatility_30",53.0,Neutral,xgboost,base
ATO.PA,33.599998474121094,-0.01176475076114425,0.03039352713214307,67.28218197822571,55.051546391752574,42.91666666666667,21.46031746031746,27.447102702647545,42.857135648725155,"Z_Score_20, Return_10d, Trend_MA50",52.8,Neutral,xgboost,base
AVGO,369.3399963378906,-0.02226341141524657,0.03980300720887335,44.84764337539673,60.210526315789465,66.6121166415284,33.553153153153154,41.077436515463766,49.09222197641865,"Volatility_30, RSI_14, Trend_MA50",52.8,Neutral,xgboost,base
JD.L,82.9000015258789,-0.015673232910138335,0.020387696565063722,65.00605940818787,54.375,29.50317604355717,14.935215946843854,19.379015486554408,33.423915156120174,"Momentum_20, Return_5d, Volatility_30",52.2,Neutral,xgboost,base
RWE.DE,55.91999816894531,-0.0003575341125253706,0.017405275897268813,55.07687330245972,60.833333333333336,54.03956751782839,23.38013667506755,29.631635969664142,42.803726855994675,"RSI_14, Return_10d, Volatility_30",52.2,Neutral,xgboost,base
QCOM,181.9199981689453,-0.015531117600851574,0.0552246271906538,65.09981155395508,55.36842105263158,37.89909414058021,31.30948025684868,34.03266165304973,45.7725945090036,"Trend_MA50, Z_Score_20, RSI_14",51.7,Neutral,xgboost,base
HLMA.L,3944.0,0.0,0.03236443981568997,60.96851825714111,60.83333333333333,44.173219373219375,20.950688114774803,26.890031850231185,53.84615384615384,"RSI_14, Volatility_30, Trend_MA50",51.6,Neutral,xgboost,base
AZN.L,14072.0,0.01573552764544539,0.015087989773133333,71.1199164390564,62.708333333333336,40.634278002699055,29.511837685750727,31.61135783516396,61.30467012601927,"RSI_14, Trend_MA50, Momentum_20",50.9,Neutral,xgboost,base
NG.L,1213.0,0.0016515276630884035,0.013863177400475093,61.04687452316284,59.166666666666664,39.66386554621849,27.57936507936508,28.61671127066838,51.15606936416186,"Trend_MA50, RSI_14, Volatility_30",50.5,Neutral,xgboost,base
AMZN,241.6999969482422,0.014097510539473834,0.022198225051075795,58.681631088256836,58.73684210526316,42.268765049879605,24.264541937176208,30.631921149523514,52.72138534847061,"RSI_14, Volatility_30, Trend_MA50",50.4,Neutral,xgboost,base
SU.PA,275.29998779296875,-0.0048798342067586375,0.022247276315044386,54.455387592315674,56.28865979381443,41.6503530286139,40.82569526047787,38.542504037497324,57.235886179651715,"Trend_MA50, RSI_14, Volatility_30",49.2,Below Average,xgboost,base
MS,211.86000061035156,0.013490276572860171,0.01970110536106775,44.478124380111694,56.631578947368425,59.06526806526807,27.067488207023086,34.18948547306756,55.50380646017777,"Trend_MA50, Momentum_20, Volatility_30",49.0,Below Average,xgboost,base
BNP.PA,101.4000015258789,0.002372458037577463,0.014338908740617853,64.89244103431702,57.319587628865975,47.783175888439054,23.076669851669852,30.354700854700855,68.18536107728445,"Volatility_30, Trend_MA50, Momentum_20",48.9,Below Average,xgboost,base
NXT.L,14535.0,-0.010888057162300124,0.012272851845289551,44.33971643447876,64.58333333333334,50.180735930735935,31.867761267100168,37.539640158817384,52.80612244897959,"Momentum_20, Volatility_30, Trend_MA50",48.8,Below Average,xgboost,base
CME,231.0,0.04605351666267632,0.02295214387312916,29.514262080192566,64.63157894736842,40.11111111111111,17.28953743659626,21.757064462446188,27.329285697109867,"Return_5d, Trend_MA50, Volume_MA_Ratio",48.0,Below Average,xgboost,base
FERG.L,17170.0,-0.030491247882552197,0.01664293172018577,57.9038143157959,58.75,37.88431998109418,19.850267379679146,23.258076716036634,52.319587628865975,"Trend_MA50, RSI_14, Return_5d",47.9,Below Average,xgboost,base
BA.L,1904.0,0.012765957446808418,0.018071098948355978,55.86901307106018,55.625,37.2635175282234,34.05337995337995,33.87179487179487,49.03047091412742,"Trend_MA50, RSI_14, Volatility_30",47.9,Below Average,xgboost,base
MKS.L,381.29998779296875,0.014365506741592204,0.01885324367676673,58.497291803359985,52.5,36.73214466692728,26.865853658536587,29.094831412757078,53.33333333333333,"Volatility_30, Trend_MA50, RSI_14",47.4,Below Average,xgboost,base
GS,1019.6099853515625,0.008147354849517896,0.023475047670896983,47.21109867095947,54.73684210526316,47.92831347056699,39.405701006310764,37.297342514515755,54.266817577147584,"Trend_MA50, Volatility_30, RSI_14",47.4,Below Average,xgboost,base
AMD,540.8800048828125,-0.06890907388804501,0.050323366344133674,73.43778610229492,47.78947368421053,38.670858553211495,18.69807113661914,24.30226841085794,63.23600132391376,"Momentum_20, Z_Score_20, RSI_14",47.2,Below Average,xgboost,base
CON.DE,74.72000122070312,0.03290026269417834,0.018244528508711787,52.07894444465637,55.41666666666667,44.01949701840808,22.681800584239607,28.440989652169776,58.39112703538943,"Volatility_30, Trend_MA50, Momentum_20",47.2,Below Average,xgboost,base
RI.PA,63.68000030517578,0.027428215158036284,0.016018548972314632,58.90393853187561,59.587628865979376,28.339826839826838,23.889983579638752,25.10981262674636,50.98039949000215,"Volatility_30, Trend_MA50, Z_Score_20",46.3,Below Average,xgboost,base
SPGI,414.9700012207031,0.07701051329279873,0.021988253381141465,55.076366662979126,59.78947368421052,31.830678142645688,28.659060238007605,28.944374621793976,55.037429612102756,"Volatility_30, Return_10d, Trend_MA50",46.3,Below Average,xgboost,base
META,612.9099731445312,0.08808961112881497,0.029483038234839998,55.4685115814209,57.234042553191486,46.50043770774454,35.35353535353536,39.71151456063077,61.40083834159848,"Trend_MA50, Momentum_20, Return_5d",46.2,Below Average,xgboost,base
ADM.L,3608.0,0.007258514796203208,0.014977427548480235,49.35269057750702,67.49999999999999,51.515151515151516,25.9081657968876,32.95166860417629,62.765957446808514,"Trend_MA50, Volatility_30, Momentum_20",46.1,Below Average,xgboost,base
ADBE,210.97999572753906,0.029070292317219915,0.03224378770824483,31.862205266952515,59.36842105263158,42.28083028083027,42.91941391941392,39.719934994582886,34.44875220899762,"Volatility_30, Trend_MA50, Return_10d",46.1,Below Average,xgboost,base
ENGI.PA,26.729999542236328,0.006779672706149098,0.012162276726254735,46.65765166282654,63.29896907216495,42.634032634032636,20.821136535422248,26.258121851807505,40.714283443634024,"Volatility_30, Trend_MA50, Momentum_20",45.9,Below Average,xgboost,base
TSLA,425.29998779296875,0.011174468904540102,0.031446890725261,40.76305627822876,63.1578947368421,59.040512043719744,43.916161059018194,47.76224112345237,66.4187537699917,"Volatility_30, Z_Score_20, RSI_14",45.9,Below Average,xgboost,base
LR.PA,143.4499969482422,-0.010689676219019395,0.021371414027580218,74.73713159561157,56.70103092783505,24.087557603686633,23.349843954495118,22.7871587221477,61.565416729056594,"Trend_MA50, Volatility_30, Momentum_20",45.7,Below Average,xgboost,base
BMY,56.439998626708984,-0.020479006023077395,0.01881910083822324,46.39061093330383,58.105263157894726,40.505050505050505,32.738871292765864,35.22079143034583,53.38709593067344,"Trend_MA50, Volatility_30, Return_5d",45.6,Below Average,xgboost,base
VIE.PA,36.029998779296875,0.00811407630696337,0.010817020168966842,52.11487412452698,62.2680412371134,35.45238095238095,20.15086043813814,21.872769140639072,59.04763173446749,"Return_10d, Volatility_30, Trend_MA50",45.4,Below Average,xgboost,base
TXN,298.4100036621094,0.001140659340209238,0.03893711247089226,45.80111503601074,57.05263157894738,42.56441218490554,28.02408354443238,32.76067347367856,55.45140022353587,"Return_5d, Trend_MA50, Volatility_30",45.3,Below Average,xgboost,base
LAND.L,645.5,-0.004626060138781751,0.015596182038958607,36.36118471622467,63.333333333333336,53.525252525252526,25.529555411908355,30.90362479302571,43.646408839779,"Trend_MA50, Volatility_30, RSI_14",45.2,Below Average,xgboost,base
BK,143.55999755859375,-0.012858386930929888,0.013537551406414841,42.712366580963135,55.1063829787234,48.97435897435898,22.653391673548448,30.504274596077874,52.05768395764891,"Trend_MA50, Volatility_30, Momentum_20",44.9,Below Average,xgboost,base
FRE.DE,41.040000915527344,0.00024377617665227724,0.015341856952139424,71.63043022155762,58.75,39.15873015873016,29.683529683529684,30.387583205325143,83.63274760115796,"Trend_MA50, Return_5d, Volatility_30",44.7,Below Average,xgboost,base
ADS.DE,182.75,0.00966850828729271,0.018012107267716744,54.08858060836792,61.66666666666667,42.012062889671995,31.658893222360717,35.070526768701214,60.25640649437919,"Volatility_30, Z_Score_20, RSI_14",44.7,Below Average,xgboost,base
NFLX,74.19000244140625,0.03907564223953286,0.020011740748926587,29.24211621284485,55.78947368421052,49.14336917562724,29.73593209043772,30.251874422225466,32.804930653447315,"Trend_MA50, Volatility_30, Return_5d",44.7,Below Average,xgboost,base
ENT.L,545.7999877929688,-0.010873505133623063,0.024133507079094823,40.796566009521484,54.16666666666667,33.1979696685579,23.72835497835498,27.089499150555902,33.33333333333333,"Volatility_30, Trend_MA50, Return_10d",44.5,Below Average,xgboost,base
FME.DE,40.220001220703125,0.0032427305467805922,0.018154411723073888,32.05054700374603,63.54166666666667,55.645363408521305,25.762952101661778,31.046422975770803,53.87872174892742,"Volatility_30, Z_Score_20, Trend_MA50",44.1,Below Average,xgboost,base
DGE.L,1509.0,0.01718907987866536,0.01526130067235256,50.47268867492676,65.0,33.666666666666664,11.042595307917889,13.900438562883162,48.97579143389199,"Volatility_30, Return_5d, RSI_14",43.7,Below Average,xgboost,base
AAPL,294.3800048828125,0.017348699838890536,0.019209107093065433,46.619850397109985,56.8421052631579,38.99810262332948,19.284862424397307,25.010258836349927,52.05340081991905,"Trend_MA50, Volatility_30, RSI_14",43.5,Below Average,xgboost,base
PUM.DE,27.079999923706055,0.0029629601372613834,0.02839435421048307,47.21941351890564,56.875,40.06485671191554,15.114208284939995,20.485542942814305,40.041068726865554,"Trend_MA50, Volatility_30, RSI_14",43.4,Below Average,xgboost,base
SAP.DE,138.39999389648438,-0.017603711672150024,0.03089070250072132,45.05559802055359,56.66666666666667,38.58266879319511,29.606953892668173,29.48446920311327,47.37732620109153,"Trend_MA50, Z_Score_20, Return_10d",43.4,Below Average,xgboost,base
IFX.DE,76.19999694824219,-0.021822908142973052,0.04209324799668557,44.17159557342529,48.541666666666664,46.41272728654987,23.745742677405133,29.57932570618609,44.46039375003285,"Z_Score_20, Volatility_30, RSI_14",43.4,Below Average,xgboost,base
GSK.L,1959.0,0.015025906735751215,0.014227805950338374,41.74361824989319,61.45833333333333,43.5,17.583694921058786,22.53331403483379,45.353159851301115,"Momentum_20, Volatility_30, Return_10d",43.2,Below Average,xgboost,base
IAG.L,472.29998779296875,0.007465870501570215,0.020648388738269328,54.56525683403015,47.78947368421052,46.46338067390699,34.612094440795524,34.096212543217156,68.28772599856163,"Volatility_30, Return_10d, Return_5d",43.1,Below Average,xgboost,base
OCDO.L,186.3000030517578,-0.015327663547889503,0.0335463166248105,52.59266495704651,61.66666666666667,26.84087301587301,14.669241314893489,17.95939200130477,40.776697590838005,"Trend_MA50, Volatility_30, Return_5d",42.8,Below Average,xgboost,base
PUB.PA,84.16000366210938,-0.0035519231069756074,0.01700793569234235,38.276493549346924,55.25773195876288,30.57210031347962,25.988254162932215,24.801954426135485,32.57287571144835,"Momentum_20, Z_Score_20, Volatility_30",42.7,Below Average,xgboost,base
KGF.L,282.29998779296875,0.0035549237234093756,0.017106616548822704,51.608508825302124,53.33333333333333,28.69997678181822,27.392687540203063,26.56646052861304,44.42379688244504,"Volatility_30, Trend_MA50, Momentum_20",42.5,Below Average,xgboost,base
MSFT,384.2799987792969,0.030186076074363744,0.025643227240031055,38.476571440696716,58.94736842105264,37.1540404040404,45.166150670794636,40.33211233211233,44.44822387981982,"Volatility_30, Momentum_20, Trend_MA50",42.5,Below Average,xgboost,base
PFE,23.8799991607666,-0.008305679550378975,0.013115908489413651,43.30437481403351,66.73684210526316,21.785714285714285,5.595488721804512,8.398268398268398,30.542981348555287,"Trend_MA50, Momentum_20, RSI_14",42.4,Below Average,xgboost,base
HSBA.L,1427.199951171875,-0.009164171770655982,0.016007114049523236,33.22088420391083,59.375,69.44047619047619,21.636657350510195,28.593642310541686,64.16662322155861,"Trend_MA50, Z_Score_20, Volatility_30",41.8,Below Average,xgboost,base
SCHW,95.77999877929688,0.038040557753658666,0.018065246447829465,49.20531213283539,56.8421052631579,39.63298407019337,41.502736120061606,37.97590932459353,65.30325144257274,"Trend_MA50, Volatility_30, RSI_14",41.7,Below Average,xgboost,base
CAP.PA,89.69999694824219,-0.011243433187125729,0.03250437669961197,38.930705189704895,56.082474226804116,25.895487381555494,20.05474043164176,21.571585956393022,34.34433526302679,"Return_5d, Z_Score_20, Volatility_30",41.5,Below Average,xgboost,base
KER.PA,248.0,0.00915564598168861,0.02491773868582383,29.333922266960144,62.06185567010309,35.58333333333333,17.111143401465984,22.66735712268148,34.01413349967373,"Volatility_30, Trend_MA50, Momentum_20",41.4,Below Average,xgboost,base
ML.PA,34.56999969482422,0.016764696906594656,0.014768258586378466,51.65629982948303,60.0,36.76573426573427,26.66069593946832,29.967029578500437,65.05261061399662,"Volatility_30, Z_Score_20, Trend_MA50",41.3,Below Average,xgboost,base
NOW,105.80000305175781,0.0656728883222002,0.05170346546605762,31.63239359855652,62.105263157894726,44.49438095779559,31.88294176529471,33.155938649127414,49.70495411801905,"Volatility_30, Return_10d, Z_Score_20",41.2,Below Average,xgboost,base
ABF.L,1943.5,0.010397712503249279,0.014656749520401864,45.865121483802795,60.83333333333333,27.772486772486776,22.182315233785822,24.285784193785172,49.594813614262556,"Volatility_30, Trend_MA50, RSI_14",41.1,Below Average,xgboost,base
LLY,1191.739990234375,-0.006411431373401166,0.02187853720350301,46.0210382938385,57.05263157894736,46.145363408521305,22.229102480789045,28.115806289957057,60.792945042927556,"Trend_MA50, Momentum_20, Volatility_30",40.6,Below Average,xgboost,base
CCL.L,1903.5,-0.037664307381193085,0.03484686494058791,23.226821422576904,56.30434782608696,37.529761904761905,29.416445623342174,32.7891889498938,34.464944649446494,"Momentum_20, Trend_MA50, Z_Score_20",39.9,Below Average,xgboost,base
C,140.1300048828125,0.0012146196112496899,0.01685041060635357,45.23995518684387,52.631578947368425,47.61904761904762,20.13975462135777,26.74084030801858,64.15093977482255,"Z_Score_20, Trend_MA50, Return_10d",39.5,Below Average,xgboost,base
WFC,85.94000244140625,0.03993227342849148,0.015253855552709165,48.83968234062195,53.26315789473684,39.343832637950285,24.93172718754114,28.670669167563574,63.18935677945652,"Trend_MA50, RSI_14, Momentum_20",39.3,Below Average,xgboost,base
GLE.PA,76.86000061035156,0.0001301514174243401,0.01962102763806826,32.79458284378052,51.958762886597945,59.989898989899,34.35401073711937,38.20693026331458,62.48193801705437,"Volatility_30, Trend_MA50, Z_Score_20",39.2,Below Average,xgboost,base
CPG.L,32.790000915527344,0.02372782282844499,0.0163588761449505,29.156339168548584,61.875,26.097795119534247,25.311862050992485,22.600354869011586,37.43220814840466,"Trend_MA50, Volatility_30, Return_10d",39.0,Below Average,xgboost,base
INTC,127.0199966430664,-0.0903101611314081,0.05635871739206279,34.92347300052643,57.26315789473684,53.82488479262673,23.756939122254256,31.288909261536265,60.571426310867224,"Trend_MA50, RSI_14, Momentum_20",38.6,Below Average,xgboost,base
BAYN.DE,51.599998474121094,0.05306119334941006,0.04047045529802064,65.97065329551697,49.583333333333336,37.35057471264368,13.506349325974963,19.292135527429643,90.27703304028842,"Volatility_30, Return_10d, Return_5d",38.5,Below Average,xgboost,base
CRDA.L,3000.0,-0.0009990009990009652,0.018678740817875798,33.67476761341095,59.375,36.69080919080919,21.76644493717664,25.04479559849018,45.39007092198581,"Volatility_30, Trend_MA50, Momentum_20",38.3,Below Average,xgboost,base
ACA.PA,17.649999618530273,0.009725405076995486,0.014745512088979309,55.42519688606262,56.28865979381444,41.05689245395128,27.59257754874353,30.318689330750157,74.27821075565096,"Trend_MA50, Volatility_30, RSI_14",38.2,Below Average,xgboost,base
HO.PA,233.3000030517578,0.017000912201563967,0.01682065086761617,46.5006023645401,54.020618556701024,23.255248564072094,17.243381180223285,19.308327637275006,48.52321299920229,"Volatility_30, Trend_MA50, RSI_14",38.1,Below Average,xgboost,base
NWG.L,677.0,-0.0038257440837837775,0.01604760807016487,51.42977237701416,55.0,50.47619047619048,17.974950164503607,25.564400764400766,76.97594826062858,"Return_10d, Volatility_30, Return_5d",38.0,Below Average,xgboost,base
LSEG.L,8352.0,0.0,0.02241921134604122,16.462557017803192,60.0,41.69158692185008,32.661889161889164,26.695289206917113,33.162743091095194,"Trend_MA50, Volatility_30, RSI_14",38.0,Below Average,xgboost,base
BATS.L,4588.0,0.011463844797178213,0.01669899272238402,32.78966844081879,57.5,38.25471267862572,18.59355143856643,24.404739200426548,47.86069651741293,"Trend_MA50, Momentum_20, Volatility_30",37.8,Below Average,xgboost,base
SAN.PA,74.3499984741211,0.017795966708477717,0.01492276467621765,35.26889383792877,60.61855670103093,32.318722943722946,21.19844752948201,21.77063069942327,41.18111395127402,"Return_5d, Volatility_30, Return_10d",37.6,Below Average,xgboost,base
EXPN.L,2558.0,-0.008142690965490473,0.017606793391225978,25.726613402366638,64.58333333333333,36.56033650918561,36.100164203612486,34.86990989086489,48.414985590778095,"Trend_MA50, Return_10d, Volatility_30",37.6,Below Average,xgboost,base
MRK,125.37000274658203,-0.02435795527951723,0.02205165563779972,46.21073007583618,57.473684210526315,32.817460317460316,26.544074830380083,28.646652283614287,60.768182402112366,"Volatility_30, Trend_MA50, Momentum_20",37.5,Below Average,xgboost,base
INTU,267.0799865722656,0.023294967709829972,0.04979537890280401,24.444103240966797,56.0,28.79118054067344,28.227775808420972,28.284877958337244,38.3591211659201,"RSI_14, Volatility_30, Z_Score_20",37.4,Below Average,xgboost,base
DG.PA,124.9000015258789,0.0048270189814174636,0.012921514956874124,23.188641667366028,57.93814432989691,49.27810000529689,25.009139009139012,26.385658361633375,47.51243667789441,"Momentum_20, Volatility_30, Return_10d",37.1,Below Average,xgboost,base
GOOGL,361.2099914550781,0.010745155973800768,0.020575589664399062,22.556157410144806,55.578947368421055,51.043958978741585,22.389263832879454,28.109546438714393,52.84016823980238,"Momentum_20, Return_10d, Trend_MA50",37.1,Below Average,xgboost,base
LLOY.L,112.44999694824219,0.0026749480007279836,0.015088562730856537,46.16805016994476,56.875,47.66265992072444,29.005813453595522,34.18903318903319,79.02298157589077,"Volatility_30, Z_Score_20, Return_10d",36.9,Below Average,xgboost,base
BNZL.L,2654.0,0.005303030303030365,0.017639747676962268,42.80937314033508,59.79166666666667,35.546031746031744,27.08940401594075,25.787845155214747,64.5,"Momentum_20, Return_10d, RSI_14",36.8,Below Average,xgboost,base
DBK.DE,30.704999923706055,0.03227430013067689,0.02274678343273318,33.50209593772888,54.375,49.400320428952455,27.803207490910335,33.55025716650003,64.92026793819323,"Momentum_20, Return_10d, RSI_14",36.7,Below Average,xgboost,base
LGEN.L,288.45001220703125,0.007157885315066892,0.008912451951160666,47.27603793144226,63.33333333333333,26.27323656735421,19.357368753953192,21.511634426689092,67.49433737662093,"Volatility_30, Z_Score_20, Return_5d",36.4,Below Average,xgboost,base
