Ticker,Latest Price ($),Daily Return,Volatility,Predicted Prob Up (%),Accuracy (%),Precision (%),Recall (%),F1 Score (%),RSI_14,Top Features,Score,Rating,Model
ARE,47.095001220703125,0.022914862819213733,0.021309192813809538,75.97183666112971,60.210526315789465,29.904761904761905,22.26891915679101,24.079727505836427,35.67549135800695,"Volatility_30, Volume_MA_Ratio, Return_10d",58.5,Neutral,lightgbm
ALV.DE,352.0,0.0031348136866600207,0.014272754598859275,79.60069489461934,60.0,38.410509031198686,30.233902104869845,33.17683265664632,47.0443429363468,"Volatility_30, RSI_x_VoL, Return_10d",58.4,Neutral,lightgbm
CME,293.7799987792969,-0.012769634936608654,0.016745045677910145,63.82107009805249,61.05263157894736,31.655844155844154,15.392857142857144,18.14629522524259,27.887466192292266,"Volatility_30, Momentum_x_Vol, Return_10d",58.4,Neutral,lightgbm
AIR.DE,159.22000122070312,-0.008098698088440326,0.021289049636468545,42.86745514145267,63.29896907216495,51.88011559440131,39.4512474012474,37.38624645456944,27.617675717014677,"Volatility_30, Momentum_x_Vol, Return_5d",58.4,Neutral,lightgbm
COF,176.10000610351562,-0.03305506904828448,0.026430658645888058,75.30180930190707,54.526315789473685,33.375,22.988113158926335,26.352538334681192,35.21646918937253,"Volatility_30, Z_Score_20, Trend_MA50",58.3,Neutral,lightgbm
HWM,230.125,0.009763081014062092,0.018392570330836477,56.30196151453495,56.63157894736842,52.01613181504486,36.84097476550307,42.9290066521326,30.308783833630955,"Volatility_30, RSI_14, Return_10d",58.3,Neutral,lightgbm
BBVA.MC,17.969999313354492,0.003350053961672872,0.02207202576806371,64.37663623842862,53.608247422680414,43.71237289841942,36.26427729402558,38.91862014034798,34.823839063218,"Volatility_30, RSI_x_VoL, Return_10d",58.2,Neutral,lightgbm
CPG.L,2055.0,0.008341511285574033,0.018985542790145738,69.6902866684786,59.166666666666664,19.879002223829808,28.86772486772487,22.845402815214136,27.272727272727266,"Volatility_30, Return_5d, RSI_x_VoL",58.1,Neutral,lightgbm
WPP.L,228.10000610351562,-0.019767902471222176,0.032259586204061434,55.30560087563007,64.375,33.86411149825784,30.476481057716757,31.07806203483717,24.40803461990646,"Volatility_30, Return_10d, Momentum_20",58.1,Neutral,lightgbm
SBUX,86.80999755859375,-0.048344700757452785,0.020125781279801937,54.11865524426218,58.52631578947368,42.620946305156835,23.96420292972017,27.315486400392057,25.675669870497856,"Volatility_30, Trend_MA50, Return_10d",58.1,Neutral,lightgbm
UPS,94.80000305175781,-0.0276922763922276,0.016838210493827856,70.84792408882844,60.21052631578948,31.871450111488066,31.698924731182792,30.76460704046911,30.792214590287514,"Volatility_30, Return_5d, RSI_14",58.0,Neutral,lightgbm
SGRO.L,643.5999755859375,0.006883547082100483,0.022710901953695482,68.99324638197119,60.833333333333336,20.59253246753247,20.117137342943792,19.34927578362565,21.64633040056495,"Volatility_30, Return_5d, Volume_MA_Ratio",57.8,Neutral,lightgbm
JAM.L,1062.02001953125,0.005700776071259517,0.009884649968212726,58.360601984884184,63.36842105263158,28.20708404232432,43.0455002513826,31.691751726534335,28.58419384788398,"Volatility_30, RSI_x_VoL, RSI_14",57.8,Neutral,lightgbm
IBM,236.33999633789062,-0.02205487595249045,0.030722798631768865,74.83705740603209,48.8421052631579,34.77355999871212,26.449609248745464,28.835190743657563,33.710438683781874,"Volatility_30, RSI_14, Volume_MA_Ratio",57.7,Neutral,lightgbm
EBS.VI,90.94999694824219,-0.0021942355928533663,0.021364788993517573,67.35500903051965,51.66666666666667,40.56477688977689,31.13057906089265,34.98393187708256,36.09864159115674,"Volatility_30, Volume_MA_Ratio, Return_10d",57.7,Neutral,lightgbm
INVP.L,563.5,-0.012269938650306789,0.01774350647143433,58.35464082309508,63.541666666666664,43.505333690699544,34.74353038020271,37.98441458838353,30.081300813008127,"Volatility_30, Return_10d, Return_5d",57.6,Neutral,lightgbm
LW,41.400001525878906,-0.004807619124471918,0.020811687830947296,71.17131959699357,55.789473684210535,33.47856705414845,29.093952024986503,29.785573841911866,36.70120650607371,"Volatility_30, Volume_MA_Ratio, RSI_x_VoL",57.5,Neutral,lightgbm
OLED,92.4749984741211,0.006585345699922307,0.028122334738403455,69.20622828848616,56.0,35.18441316658351,35.23229974160206,32.06325510400684,39.6376218260097,"Volatility_30, Return_10d, Return_5d",57.5,Neutral,lightgbm
