Ticker
AAL.L
ABF.L
ADM.L
AHT.L
ANTO.L
AUTO.L
AV.L
AZN.L
BA.L
BARC.L
BATS.L
BHP.L
BP.L
BT-A.L
BNZL.L
CCL.L
CNA.L
CPG.L
CRDA.L
DCC.L
DGE.L
EDV.L
ENT.L
EXPN.L
FERG.L
FLTR.L
FRES.L
GLEN.L
GSK.L
HLMA.L
HLN.L
HSBA.L
IAG.L
IHG.L
IMB.L
INF.L
ITRK.L
JD.L
KGF.L
LAND.L
LGEN.L
LLOY.L
LSEG.L
MKS.L
MNDI.L
NG.L
NWG.L
NXT.L
OCDO.L
PSON.L
PSN.L
PHNX.L
PRU.L
RKT.L
REL.L
RIO.L
RMV.L
RR.L
RTO.L
SBRY.L
SDR.L
SGE.L
SGRO.L
SHEL.L
SMIN.L
SMT.L
SN.L
SPX.L
SSE.L
STAN.L
STJ.L
SVT.L
TSCO.L
TW.L
ULVR.L
UU.L
VOD.L
WEIR.L
WPP.L
WTB.L
BKG.L
CRH.L
HSX.L
III.L
WOSG.L
CCH.L
SMDS.L
BAB.L
HWDN.L
AJB.L
ALFA.L
ASR.L
BBY.L
BME.L
BTRW.L
BYG.L
CAML.L
CCC.L
CINE.L
CLDN.L
CMCX.L
CTEC.L
DARK.L
DOM.L
DRX.L
EKT.L
EMG.L
ENOG.L
FCIT.L
FGP.L
FRAS.L
FSV.L
FUTR.L
GFRD.L
GFTU.L
GIL.L
GNS.L
GPE.L
GRG.L
HAS.L
HMSO.L
IBST.L
INCH.L
IPF.L
JAM.L
JMAT.L
KLR.L
LMP.L
LRE.L
MCG.L
MRO.L
MSLH.L
OXIG.L
PAG.L
PIN.L
PNN.L
QQ.L
RS1.L
SAFE.L
SCT.L
SDY.L
SHC.L
SPT.L
SSPG.L
STB.L
TATE.L
TEP.L
TRN.L
UBM.L
VTY.L
WHR.L
WIZZ.L
WKP.L
XPS.L
RCP.L
INVP.L
JMG.L
PCIP.L
BOY.L
BMY.L
FOUR.L
GEN.L
HRI.L
IHP.L
JTC.L
KIE.L
LIO.L
MERC.L
NCC.L
PAY.L
PSH.L
QTX.L
RCH.L
ROR.L
SXS.L
TBCG.L
TFIF.L
TPK.L
